sample_id,group,original_text,domain,emotion_true,llm_raw_output,malformation_type,stage1_output,repaired_output,llm_emotion,repaired_emotion,vad_distance,crosses_epsilon,A1_is_distorted,A2_severity,A3_correct_emotion,annotator_notes
S001,SAFE,So frustrating—the instructions are wrong and nothing fits together.,Amazon,frustration,"{""emotion"": 'frustration', ""polarity"": ""negative""}",json_syntax_error,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.54}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.53}",frustration,annoyance,0.12,NO,,,,
S002,SAFE,"After two hours of trying, I still can't get this to work. So frustrating.",Amazon,frustration,"{""emotion"": ""frustration"", ""emotion"": ""neutral"", ""polarity"": ""negative""}",duplicate_key,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.54}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.41}",frustration,annoyance,0.12,NO,,,,
S003,SAFE,Endlessly frustrating. Support doesn't respond and the app crashes.,Amazon,frustration,"{""emotion"": null, ""polarity"": ""negative"", ""intensity"": 0.45}",null_emotion_field,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.56}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.42}",frustration,annoyance,0.12,NO,,,,
S004,SAFE,Completely frustrated by the assembly process. Parts are missing.,Amazon,frustration,"{""emotion"": ""\u00e9motion_frustration"", ""polarity"": ""negative""}",encoding_error,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.37}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.34}",frustration,annoyance,0.12,NO,,,,
S005,SAFE,Fed up with this brand. Third time buying and third time disappointed.,Amazon,frustration,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.49",missing_closing_brace,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.47}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.55}",frustration,annoyance,0.12,NO,,,,
S006,SAFE,So frustrating—the instructions are wrong and nothing fits together.,Amazon,frustration,"{""emotion"": ""frustration"", ""polar",truncated_output,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.37}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.38}",frustration,annoyance,0.12,NO,,,,
S007,SAFE,"After two hours of trying, I still can't get this to work. So frustrating.",Amazon,frustration,"{""polarity"": ""negative"", ""intensity"": 0.3}",schema_field_missing,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.64}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.49}",frustration,annoyance,0.12,NO,,,,
S008,SAFE,Endlessly frustrating. Support doesn't respond and the app crashes.,Amazon,frustration,"{""emotion"": ""frustration"", ""polarity"": -1, ""intensity"": 0.6}",wrong_value_type,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.61}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.5}",frustration,annoyance,0.12,NO,,,,
S009,SAFE,Completely frustrated by the assembly process. Parts are missing.,Amazon,frustration,"{""emotion"": 'frustration', ""polarity"": ""negative""}",json_syntax_error,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.63}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.47}",frustration,annoyance,0.12,NO,,,,
S010,SAFE,Slightly annoying that the cable isn't included. Otherwise fine.,Amazon,annoyance,"{""emotion"": ""annoyance"", ""emotion"": ""neutral"", ""polarity"": ""negative""}",duplicate_key,"{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.32}","{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.35}",annoyance,frustration,0.12,NO,,,,
S011,SAFE,Mildly irritating that the app requires an account just to use it.,Amazon,annoyance,"{""emotion"": null, ""polarity"": ""negative"", ""intensity"": 0.34}",null_emotion_field,"{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.57}","{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.51}",annoyance,frustration,0.12,NO,,,,
S012,SAFE,A bit annoying about the packaging — excessive plastic everywhere.,Amazon,annoyance,"{""emotion"": ""\u00e9motion_annoyance"", ""polarity"": ""negative""}",encoding_error,"{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.45}","{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.6}",annoyance,frustration,0.12,NO,,,,
S013,SAFE,The beeping noise is bothersome. Would have been nice to disable it.,Amazon,annoyance,"{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.65",missing_closing_brace,"{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.56}","{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.63}",annoyance,frustration,0.12,NO,,,,
S014,SAFE,Minor gripe: the color looks different than advertised. Still usable.,Amazon,annoyance,"{""emotion"": ""annoyance"", ""polar",truncated_output,"{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.36}","{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.33}",annoyance,frustration,0.12,NO,,,,
S015,SAFE,Slightly annoying that the cable isn't included. Otherwise fine.,Amazon,annoyance,"{""polarity"": ""negative"", ""intensity"": 0.46}",schema_field_missing,"{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.38}","{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.55}",annoyance,frustration,0.12,NO,,,,
S016,SAFE,Mildly irritating that the app requires an account just to use it.,Amazon,annoyance,"{""emotion"": ""annoyance"", ""polarity"": -1, ""intensity"": 0.54}",wrong_value_type,"{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.58}","{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.52}",annoyance,frustration,0.12,NO,,,,
S017,SAFE,A bit annoying about the packaging — excessive plastic everywhere.,Amazon,annoyance,"{""emotion"": 'annoyance', ""polarity"": ""negative""}",json_syntax_error,"{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.53}","{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.62}",annoyance,frustration,0.12,NO,,,,
S018,SAFE,The beeping noise is bothersome. Would have been nice to disable it.,Amazon,annoyance,"{""emotion"": ""annoyance"", ""emotion"": ""neutral"", ""polarity"": ""negative""}",duplicate_key,"{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.56}","{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.5}",annoyance,frustration,0.12,NO,,,,
S019,SAFE,This is absolutely outrageous. The seller misled me completely.,Amazon,anger,"{""emotion"": null, ""polarity"": ""negative"", ""intensity"": 0.87}",null_emotion_field,"{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.94}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.83}",anger,disgust,0.48,NO,,,,
S020,SAFE,I am furious. Three weeks of waiting for a completely broken item.,Amazon,anger,"{""emotion"": ""\u00e9motion_anger"", ""polarity"": ""negative""}",encoding_error,"{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.78}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.76}",anger,disgust,0.48,NO,,,,
S021,SAFE,Infuriating product. Nothing works and the company ignores complaints.,Amazon,anger,"{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.72",missing_closing_brace,"{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.94}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.95}",anger,disgust,0.48,NO,,,,
S022,SAFE,Total rip-off. I demand a refund. This is unacceptable.,Amazon,anger,"{""emotion"": ""anger"", ""polar",truncated_output,"{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.82}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.86}",anger,disgust,0.48,NO,,,,
S023,SAFE,Enraged by this experience. Worst customer service imaginable.,Amazon,anger,"{""polarity"": ""negative"", ""intensity"": 0.75}",schema_field_missing,"{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.82}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.72}",anger,disgust,0.48,NO,,,,
S024,SAFE,This is absolutely outrageous. The seller misled me completely.,Amazon,anger,"{""emotion"": ""anger"", ""polarity"": -1, ""intensity"": 0.87}",wrong_value_type,"{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.78}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.87}",anger,disgust,0.48,NO,,,,
S025,SAFE,I am furious. Three weeks of waiting for a completely broken item.,Amazon,anger,"{""emotion"": 'anger', ""polarity"": ""negative""}",json_syntax_error,"{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.81}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.78}",anger,disgust,0.48,NO,,,,
S026,SAFE,Infuriating product. Nothing works and the company ignores complaints.,Amazon,anger,"{""emotion"": ""anger"", ""emotion"": ""neutral"", ""polarity"": ""negative""}",duplicate_key,"{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.95}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.86}",anger,disgust,0.48,NO,,,,
S027,SAFE,Total rip-off. I demand a refund. This is unacceptable.,Amazon,anger,"{""emotion"": null, ""polarity"": ""negative"", ""intensity"": 0.79}",null_emotion_field,"{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.89}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.86}",anger,disgust,0.48,NO,,,,
S028,SAFE,Revolting quality. Looks nothing like the photos. Appalling.,Amazon,disgust,"{""emotion"": ""\u00e9motion_disgust"", ""polarity"": ""negative""}",encoding_error,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.81}","{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.87}",disgust,anger,0.48,NO,,,,
S029,SAFE,Disgusted by the smell when I opened the package. Unacceptable.,Amazon,disgust,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.73",missing_closing_brace,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.74}","{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.84}",disgust,anger,0.48,NO,,,,
S030,SAFE,Gross construction. Peeling after two days. Absolutely repulsive.,Amazon,disgust,"{""emotion"": ""disgust"", ""polar",truncated_output,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.82}","{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.73}",disgust,anger,0.48,NO,,,,
S031,SAFE,Nauseating experience. The material is clearly cheap and toxic.,Amazon,disgust,"{""polarity"": ""negative"", ""intensity"": 0.82}",schema_field_missing,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.77}","{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.91}",disgust,anger,0.48,NO,,,,
S032,SAFE,Loathing every aspect of this purchase. Send it back immediately.,Amazon,disgust,"{""emotion"": ""disgust"", ""polarity"": -1, ""intensity"": 0.84}",wrong_value_type,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.93}","{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.83}",disgust,anger,0.48,NO,,,,
S033,SAFE,Revolting quality. Looks nothing like the photos. Appalling.,Amazon,disgust,"{""emotion"": 'disgust', ""polarity"": ""negative""}",json_syntax_error,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.8}","{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.93}",disgust,anger,0.48,NO,,,,
S034,SAFE,Disgusted by the smell when I opened the package. Unacceptable.,Amazon,disgust,"{""emotion"": ""disgust"", ""emotion"": ""neutral"", ""polarity"": ""negative""}",duplicate_key,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.85}","{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.95}",disgust,anger,0.48,NO,,,,
S035,SAFE,Gross construction. Peeling after two days. Absolutely repulsive.,Amazon,disgust,"{""emotion"": null, ""polarity"": ""negative"", ""intensity"": 0.79}",null_emotion_field,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.84}","{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.84}",disgust,anger,0.48,NO,,,,
S036,SAFE,Nauseating experience. The material is clearly cheap and toxic.,Amazon,disgust,"{""emotion"": ""\u00e9motion_disgust"", ""polarity"": ""negative""}",encoding_error,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.84}","{""emotion"": ""anger"", ""polarity"": ""negative"", ""intensity"": 0.76}",disgust,anger,0.48,NO,,,,
S037,SAFE,Absolutely love this product! Best purchase I've made this year.,Amazon,joy,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.89",missing_closing_brace,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.9}","{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.44}",joy,contentment,0.4,NO,,,,
S038,SAFE,This exceeded every expectation. Genuinely delighted with the quality.,Amazon,joy,"{""emotion"": ""joy"", ""polar",truncated_output,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.71}","{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.48}",joy,contentment,0.4,NO,,,,
S039,SAFE,Five stars all the way. Such a joyful experience using this every day.,Amazon,joy,"{""polarity"": ""positive"", ""intensity"": 0.92}",schema_field_missing,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.83}","{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.46}",joy,contentment,0.4,NO,,,,
S040,SAFE,I'm so happy with this. The whole family loves it too.,Amazon,joy,"{""emotion"": ""joy"", ""polarity"": 1, ""intensity"": 0.86}",wrong_value_type,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.82}","{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.64}",joy,contentment,0.4,NO,,,,
S041,SAFE,Couldn't be more pleased. Pure delight from unboxing to daily use.,Amazon,joy,"{""emotion"": 'joy', ""polarity"": ""positive""}",json_syntax_error,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.91}","{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.6}",joy,contentment,0.4,NO,,,,
S042,SAFE,Absolutely love this product! Best purchase I've made this year.,Amazon,joy,"{""emotion"": ""joy"", ""emotion"": ""neutral"", ""polarity"": ""positive""}",duplicate_key,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.92}","{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.31}",joy,contentment,0.4,NO,,,,
S043,SAFE,This exceeded every expectation. Genuinely delighted with the quality.,Amazon,joy,"{""emotion"": null, ""polarity"": ""positive"", ""intensity"": 0.95}",null_emotion_field,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.89}","{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.45}",joy,contentment,0.4,NO,,,,
S044,SAFE,Five stars all the way. Such a joyful experience using this every day.,Amazon,joy,"{""emotion"": ""\u00e9motion_joy"", ""polarity"": ""positive""}",encoding_error,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.87}","{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.62}",joy,contentment,0.4,NO,,,,
S045,SAFE,Pretty satisfied with this overall. Solid choice for the price.,Amazon,contentment,"{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.32",missing_closing_brace,"{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.35}","{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.83}",contentment,joy,0.4,NO,,,,
S046,SAFE,Generally happy with the purchase. Good quality and fair delivery.,Amazon,contentment,"{""emotion"": ""contentment"", ""polar",truncated_output,"{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.6}","{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.85}",contentment,joy,0.4,NO,,,,
S047,SAFE,Content with what I received. Meets my needs without fuss.,Amazon,contentment,"{""polarity"": ""positive"", ""intensity"": 0.62}",schema_field_missing,"{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.39}","{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.76}",contentment,joy,0.4,NO,,,,
S048,SAFE,Reasonably pleased. Does the job well without any complications.,Amazon,contentment,"{""emotion"": ""contentment"", ""polarity"": 1, ""intensity"": 0.62}",wrong_value_type,"{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.36}","{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.81}",contentment,joy,0.4,NO,,,,
S049,SAFE,Quite happy with the results. Would consider buying again.,Amazon,contentment,"{""emotion"": 'contentment', ""polarity"": ""positive""}",json_syntax_error,"{""emotion"": ""contentment"", ""polarity"": ""positive"", ""intensity"": 0.39}","{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.91}",contentment,joy,0.4,NO,,,,
